v1,v2,v3,COUNTRY,C_ALPHAN,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332,v333,v334,v335,v336,v337,v338,v339,v340,v341,v342,v343,v344,v345,v346,v347,v348,v349,v350,v351,v352,v353,v354,v355,v356,v357,v358,v359,v360,v361
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000026,Brazil (BR),BR,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,NA,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,NA,Stay at home,Stay at home,Work full-time,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,We pool all the money,"Usually me,PL:the woman",About equal o both together,About equal o both together,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",44,30,NA,Several times a week,NA,We decide together,We decide together,I have much higher income,Strongly agree,Strongly agree,NA,NA,Never,Never,Never,Never,Fairly happy,Fairly satisfied,Fairly satisfied,No,NA,NA,NA,NA,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Work full-time,2 persons,NA,NA,2,8,No formal qualification,NA,Female,73,"Marr,liv as mar",NA,97,No formal qualification,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,NA,NA,NA,NA,NA,NA,Retired,NA,NA,240,475,2,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,2 or 3 times a month,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city",NA,NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000029,Brazil (BR),BR,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Work part-time,Work part-time,Work part-time,Work full-time,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,NA,Strongly agree,Strongly agree,Strongly agree,Disagree,Each keep own money separate,"Always my spouse,partner,PL:the man","Usually me,PL:the woman","Usually my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",Done by a third person,"Always my spouse,partner,PL:the man",96,10,I do much less than my fair share,"Less often, rarely",We decide together,Mostly me,"Mostly my spouse,partner",I have much higher income,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Never,Several times a month,Never,Never,Very happy,Fairly satisfied,Fairly satisfied,No,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked part-time,Worked part-time,Worked part-time,NA,Work part-time,2 persons,2 children,NA,4,2,Higher secondary completed,30,Male,37,"Marr,liv as mar",NA,11,Higher secondary completed,NA,NA,NA,Secondary completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,36,7411,Self employed,4,NA,NA,Less part-time,Secretaries,NA,800,1200,4,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a month,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Asia,other Asian",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000030,Brazil (BR),BR,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Work full-time,Work part-time,Work part-time,Work full-time,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,We pool all the money,"Always me,PL:the woman","Usually my spouse,partner,PL:the man",NA,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",56,15,I do much more than my fair share,"Less often, rarely",We decide together,We decide together,Mostly me,I have no income,Strongly agree,Disagree,Strongly agree,Strongly disagree,Never,Never,Never,Never,Fairly happy,NA,Fairly satisfied,"Yes, she worked for pay",Stayed home,Worked full-time,Worked full-time,Stayed home,Worked full-time,Stayed home,Stayed home,Stayed home,Work full-time,2 persons,1 child,1 child,4,1,Above lowest qualification,NA,Female,26,"Marr,liv as mar",NA,4,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Housewife,home duties",NA,NA,NA,NA,NA,NA,"F-t empl,main job",NA,NA,NA,430,4,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Sev times a year,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Other,mixed origin,one-non-swedish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000031,Brazil (BR),BR,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Stay at home,Stay at home,Stay at home,Stay at home,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Each keep own money separate,"Usually me,PL:the woman","Always me,PL:the woman","Always my spouse,partner,PL:the man",About equal o both together,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",28,96,I do a bit less than my fair share,Never,"Sometimes me,sometimes spouse","Sometimes me,sometimes spouse","Mostly my spouse,partner",Spouse has no income,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Several times a week,Several times a month,Once or twice a year,Once or twice a year,Very happy,Fairly satisfied,Fairly satisfied,No,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Stay at home,3 persons,2 children,NA,5,3,No formal qualification,NA,Male,44,"Marr,liv as mar",NA,3,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,35,6111,Self employed,3,NA,NA,"Housewife,home duties",NA,NA,700,1000,5,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a week,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Country village,"Black/African/Carribean,No-Spanish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000038,Brazil (BR),BR,Strongly disagree,Strongly agree,Agree,NA,Strongly agree,Strongly disagree,Strongly agree,NA,Strongly agree,Strongly agree,Work part-time,Stay at home,Work part-time,NA,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,We pool all the money,"Always my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,About equal o both together,About equal o both together,About equal o both together,7,7,I do roughly my fair share,Never,NA,We decide together,We decide together,We have about the same income,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Once or twice a year,Never,Never,Never,Very happy,Very satisfied,Very satisfied,"Yes, she worked for pay",NA,NA,NA,NA,NA,NA,NA,NA,NA,2 persons,NA,NA,2,NA,Higher secondary completed,NA,Male,29,"Marr,liv as mar",NA,11,Higher secondary completed,NA,NA,NA,Secondary completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oth,not i labour force",NA,NA,NA,NA,NA,NA,"Oth,not lab force",NA,NA,NA,NA,2,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other Christian Groups,Other Christian Religions,Once a week,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Black/African/Carribean,No-Spanish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000040,Brazil (BR),BR,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Work full-time,Work part-time,Work full-time,Work full-time,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,We pool all the money,Done by a third person,NA,"Always me,PL:the woman","Always me,PL:the woman",Done by a third person,Done by a third person,90,90,I do roughly my fair share,Never,We decide together,We decide together,We decide together,We have about the same income,Strongly disagree,Strongly agree,Strongly disagree,Agree,Once or twice a year,Once or twice a year,Once or twice a year,Once or twice a year,Fairly happy,Fairly satisfied,Very satisfied,No,Stayed home,Worked full-time,Worked full-time,NA,Worked full-time,Worked full-time,Worked full-time,NA,Work full-time,2 persons,1 child,1 child,4,2,No formal qualification,90,Female,28,"Marr,liv as mar",NA,4,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,NA,5220,Self employed,6,NA,NA,"F-t empl,main job",Sales+marketing dep.managers,NA,NA,NA,4,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Sev times a year,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city",NA,NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000042,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Work full-time,Work full-time,Work full-time,Work full-time,NA,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,We pool all the money,About equal o both together,About equal o both together,About equal o both together,About equal o both together,About equal o both together,About equal o both together,90,90,I do roughly my fair share,Never,We decide together,We decide together,We decide together,We have about the same income,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Several times a week,Several times a week,Never,Never,Very happy,Very satisfied,Very satisfied,"Yes, she worked for pay",Worked full-time,Stayed home,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Work full-time,2 persons,NA,1 child,3,6,No formal qualification,90,Female,53,"Marr,liv as mar",NA,4,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-part time,90,8264,Work f government,NA,"No,do n supervise",NA,"F-t empl,main job",Bricklayers and stonemasons,NA,240,NA,3,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,2 or 3 times a month,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Other,mixed origin,one-non-swedish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000046,Brazil (BR),BR,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Work full-time,Stay at home,Work part-time,Work full-time,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,We pool all the money,"Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,"Usually me,PL:the woman","Always me,PL:the woman",28,96,I do a bit more than my fair share,"Less often, rarely",We decide together,We decide together,We decide together,I have no income,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,NA,NA,NA,NA,Fairly happy,NA,Fairly satisfied,No,Worked full-time,Worked full-time,Worked part-time,NA,Worked full-time,Worked full-time,Worked full-time,NA,Work full-time,2 persons,2 children,NA,4,2,Higher secondary completed,72,Female,41,"Marr,liv as mar",NA,15,University degree completed,NA,NA,NA,University completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed,NA,NA,NA,NA,NA,NA,"F-t empl,main job",NA,NA,NA,NA,4,NA,"Left,center left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a week,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000048,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Work part-time,Work part-time,Work part-time,Work part-time,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,We pool all the money,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man",About equal o both together,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",NA,31,I do a bit less than my fair share,"Less often, rarely",We decide together,We decide together,We decide together,I have no income,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Once or twice a year,Several times a month,Never,Once or twice a year,Very happy,Fairly satisfied,Very satisfied,"Yes, she worked for pay",Stayed home,Worked part-time,Worked part-time,NA,Worked full-time,Worked part-time,Worked part-time,NA,Work part-time,3 persons,NA,1 child,4,1,Higher secondary completed,NA,Male,37,"Marr,liv as mar",NA,14,"Above higher sec level,below full uni",NA,NA,NA,University incomplete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-part time,30,NA,Work f government,NA,"No,do n supervise",NA,"F-t empl,main job",NA,NA,960,2160,4,NA,Far left etc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a week,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Other,mixed origin,one-non-swedish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000052,Brazil (BR),BR,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Work part-time,Work part-time,Work part-time,Work full-time,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,I manage all the money,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",Done by a third person,"Always me,PL:the woman",90,21,I do much more than my fair share,"Less often, rarely",Mostly me,We decide together,Mostly me,I have no income,Strongly agree,NA,NA,NA,NA,NA,NA,NA,Very happy,NA,Very satisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Work full-time,6 persons,2 children,1 child,9,4,No formal qualification,90,Female,44,"Marr,liv as mar",NA,3,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed,NA,NA,NA,NA,NA,NA,"P-t empl,main job",Welders and flamecutters,NA,NA,360,9,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a week,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Other,mixed origin,one-non-swedish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000059,Brazil (BR),BR,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Stay at home,Stay at home,Stay at home,Stay at home,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I manage all the money,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",90,90,I do a bit less than my fair share,"Less often, rarely",We decide together,We decide together,We decide together,I have much higher income,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Never,Never,Once or twice a year,Never,Very unhappy,NA,Fairly satisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,NA,NA,Worked full-time,Worked full-time,NA,NA,Work full-time,2 persons,NA,1 child,3,1,Higher secondary completed,NA,Male,25,"Marr,liv as mar",NA,11,Higher secondary completed,NA,NA,NA,Secondary completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oth,not i labour force",NA,NA,NA,NA,NA,NA,"Housewife,home duties",NA,NA,NA,NA,3,NA,"Left,center left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None, no Religion",No religion,NA,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000062,Brazil (BR),BR,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Stay at home,Stay at home,Stay at home,Stay at home,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,We pool all the money,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",NA,NA,NA,Several times a week,We decide together,We decide together,We decide together,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Several times a month,Several times a month,Once or twice a year,Once or twice a year,Very happy,Very satisfied,Very satisfied,No,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Work full-time,2 persons,NA,NA,2,5,No formal qualification,NA,Male,54,"Marr,liv as mar",NA,97,No formal qualification,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed,NA,NA,NA,NA,NA,NA,"F-t empl,main job",NA,NA,NA,0,2,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,Protestant,Once a week,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Country village,"Other,mixed origin,one-non-swedish",NA,1
